id	filename	md5	size	state
c343f781-c1df-4349-aab3-f159329a11da	c343f781-c1df-4349-aab3-f159329a11da/3a8b14d9-c521-48d4-9400-074d752afe1b.rna_seq.augmented_star_gene_counts.tsv	1b67c1145e085900d7878227a2aa6cec	4240611	validated
cb93a89c-f291-4042-a988-0fb1b392e4d7	cb93a89c-f291-4042-a988-0fb1b392e4d7/4102816c-2ab8-4ecb-83b0-4f78c052bcd8.rna_seq.augmented_star_gene_counts.tsv	dedf19999ef78fc8c2c60e835ed0198b	4229128	validated
cba15984-128b-4bd9-8202-14afbf1f74b2	cba15984-128b-4bd9-8202-14afbf1f74b2/9d305ba3-6558-42ed-959c-4182de1c8ebb.rna_seq.augmented_star_gene_counts.tsv	62f5ab5c4b55a76e11e55032369722bd	4250510	validated
cc481383-4ebf-410c-8dd7-ef0b117bd035	cc481383-4ebf-410c-8dd7-ef0b117bd035/c2c5b3f8-abe2-4112-9ddd-70056f268137.rna_seq.augmented_star_gene_counts.tsv	97dccb66156f524188e123e11e212ea0	4245451	validated
cfac28bf-001d-4db8-942a-d244f93139a7	cfac28bf-001d-4db8-942a-d244f93139a7/1aa0401e-b389-4852-87ef-e1ae357b76dc.rna_seq.augmented_star_gene_counts.tsv	e17d1cfcf70f857f065627ce9e07a143	4235244	validated
d2436cea-20c9-4c32-98d3-61eb445865be	d2436cea-20c9-4c32-98d3-61eb445865be/56ba7921-5bee-4a1e-9fba-a78a034547a6.rna_seq.augmented_star_gene_counts.tsv	62d0d93247cfba62970644403835bb37	4233839	validated
d3d249ab-0483-4e9c-99f3-07afb5b6dabc	d3d249ab-0483-4e9c-99f3-07afb5b6dabc/73babed8-f934-42c7-9020-30f7c3e1766d.rna_seq.augmented_star_gene_counts.tsv	4239402935c3e36a01b087de299eccb3	4229288	validated
d3f1b81f-37ce-47b6-b98d-8530076007c7	d3f1b81f-37ce-47b6-b98d-8530076007c7/d067f93b-7182-4a34-ba8e-be73589b7420.rna_seq.augmented_star_gene_counts.tsv	0384bee9b454152ea2204060a5fcb6a9	4215312	validated
d4eb86d5-1952-449c-a5d7-20ccc04f0d07	d4eb86d5-1952-449c-a5d7-20ccc04f0d07/56c858be-3637-4ba0-81be-208a3edac992.rna_seq.augmented_star_gene_counts.tsv	09fa4e80ada213d9fb4f10000bc78083	4256612	validated
d88c062b-3c19-46e9-92b8-b80f6c3eef56	d88c062b-3c19-46e9-92b8-b80f6c3eef56/9a0910ce-634b-47b6-a63c-caaf219e0b55.rna_seq.augmented_star_gene_counts.tsv	1100a2729e7a82b2a5ac0c82da206ff0	4252336	validated
db9bab18-a465-445f-a4fd-dc90faa1da6d	db9bab18-a465-445f-a4fd-dc90faa1da6d/5a335f07-9b07-46cf-8902-503b24f89bfa.rna_seq.augmented_star_gene_counts.tsv	0687e96c67caf44632fd921fad9f91a3	4236644	validated
dba9c344-546c-49db-91df-abd25ae4b0cc	dba9c344-546c-49db-91df-abd25ae4b0cc/91181a9c-3113-47b6-8d1c-8173f9eac675.rna_seq.augmented_star_gene_counts.tsv	1209dda28577eb250101332233853261	4221235	validated
dcff773b-20f4-4c90-9a3f-78ef2e0f484e	dcff773b-20f4-4c90-9a3f-78ef2e0f484e/3041806b-5855-4930-aeb8-a30472658d54.rna_seq.augmented_star_gene_counts.tsv	26c47e66aad388095d9f79563830c366	4236778	validated
df03bdab-42a9-4467-a767-b584bb60e926	df03bdab-42a9-4467-a767-b584bb60e926/0a11e8dc-5d34-4fcb-b2dc-aa57b4e90fc9.rna_seq.augmented_star_gene_counts.tsv	e7d4985402dfcb4759d691ee846fb762	4236429	validated
e0ff7e04-078a-46a4-ac8c-8a287c1d608e	e0ff7e04-078a-46a4-ac8c-8a287c1d608e/aa0b2722-97db-4b5a-9a56-213f63255097.rna_seq.augmented_star_gene_counts.tsv	a3021ebe129a6457c2e108905e0a5053	4261203	validated
